CMDLINE meltano run tap-eurostat target-jsonl
MEM 0.203125 1746477250.8257
MEM 24.750000 1746477250.9295
MEM 39.796875 1746477251.0333
MEM 46.281250 1746477251.1384
MEM 52.812500 1746477251.2395
MEM 67.750000 1746477251.3447
MEM 77.468750 1746477251.4457
MEM 83.234375 1746477251.5508
MEM 92.312500 1746477251.6559
MEM 100.062500 1746477251.7604
MEM 100.984375 1746477251.8625
MEM 100.984375 1746477251.9677
MEM 100.984375 1746477252.0726
MEM 100.984375 1746477252.1777
MEM 100.984375 1746477252.2828
MEM 100.968750 1746477252.3829
MEM 101.203125 1746477252.4872
MEM 101.203125 1746477252.5923
MEM 101.203125 1746477252.6955
MEM 101.234375 1746477252.8006
MEM 101.234375 1746477252.9058
MEM 101.234375 1746477253.0109
MEM 101.234375 1746477253.1163
MEM 101.234375 1746477253.2215
MEM 101.234375 1746477253.3225
MEM 101.234375 1746477253.4276
MEM 101.234375 1746477253.5299
MEM 101.234375 1746477253.6316
MEM 101.234375 1746477253.7327
MEM 101.234375 1746477253.8382
MEM 101.359375 1746477253.9436
MEM 101.359375 1746477254.0489
MEM 101.359375 1746477254.1542
MEM 101.359375 1746477254.2565
MEM 101.359375 1746477254.3618
MEM 101.359375 1746477254.4671
MEM 101.359375 1746477254.5723
MEM 101.359375 1746477254.6765
MEM 101.359375 1746477254.7797
MEM 101.375000 1746477254.8846
MEM 101.375000 1746477254.9866
MEM 101.375000 1746477255.0871
MEM 101.375000 1746477255.1924
MEM 101.375000 1746477255.2941
MEM 101.375000 1746477255.3973
MEM 101.375000 1746477255.4978
MEM 101.375000 1746477255.6031
MEM 101.375000 1746477255.7063
MEM 101.375000 1746477255.8116
MEM 101.500000 1746477255.9171
MEM 101.531250 1746477256.0197
MEM 101.531250 1746477256.1250
MEM 101.531250 1746477256.2301
MEM 103.296875 1746477256.3347
MEM 108.687500 1746477256.4350
MEM 115.484375 1746477256.5351
MEM 122.078125 1746477256.6352
MEM 126.718750 1746477256.7354
MEM 126.906250 1746477256.8355
MEM 138.546875 1746477256.9362
MEM 138.984375 1746477257.0363
MEM 153.968750 1746477257.1366
MEM 163.171875 1746477257.2376
MEM 173.046875 1746477257.3378
MEM 183.812500 1746477257.4379
MEM 195.625000 1746477257.5428
MEM 196.687500 1746477257.6430
MEM 209.421875 1746477257.7435
MEM 223.156250 1746477257.8438
MEM 224.250000 1746477257.9460
MEM 239.218750 1746477258.0482
MEM 255.437500 1746477258.1483
MEM 256.484375 1746477258.2484
MEM 274.140625 1746477258.3505
MEM 275.203125 1746477258.4506
MEM 294.406250 1746477258.5514
MEM 295.453125 1746477258.6518
MEM 316.406250 1746477258.7543
MEM 317.468750 1746477258.8559
MEM 340.296875 1746477258.9561
MEM 341.359375 1746477259.0562
MEM 342.468750 1746477259.1604
MEM 367.140625 1746477259.2618
MEM 367.859375 1746477259.3620
MEM 368.750000 1746477259.4639
MEM 369.687500 1746477259.5675
MEM 396.765625 1746477259.6700
MEM 397.812500 1746477259.7710
MEM 386.187500 1746477259.8745
MEM 415.781250 1746477259.9791
MEM 416.359375 1746477260.0807
MEM 417.078125 1746477260.1858
MEM 418.125000 1746477260.2868
MEM 419.093750 1746477260.3919
MEM 451.453125 1746477260.4960
MEM 452.468750 1746477260.5977
MEM 453.531250 1746477260.6985
MEM 480.609375 1746477260.7987
MEM 468.031250 1746477260.8998
MEM 468.859375 1746477261.0016
MEM 469.687500 1746477261.1030
MEM 470.734375 1746477261.2032
MEM 500.421875 1746477261.3036
MEM 501.484375 1746477261.4038
MEM 502.531250 1746477261.5039
MEM 503.531250 1746477261.6042
MEM 504.515625 1746477261.7044
MEM 523.437500 1746477261.8051
MEM 524.468750 1746477261.9061
MEM 525.500000 1746477262.0063
MEM 526.515625 1746477262.1065
MEM 527.609375 1746477262.2098
MEM 555.375000 1746477262.3103
MEM 556.421875 1746477262.4106
MEM 557.406250 1746477262.5118
MEM 558.437500 1746477262.6120
MEM 559.500000 1746477262.7131
MEM 595.984375 1746477262.8182
MEM 599.187500 1746477262.9208
MEM 600.046875 1746477263.0243
MEM 601.062500 1746477263.1294
MEM 602.093750 1746477263.2296
MEM 603.125000 1746477263.3301
MEM 604.171875 1746477263.4302
MEM 615.812500 1746477263.5306
MEM 616.671875 1746477263.6328
MEM 617.500000 1746477263.7333
MEM 580.390625 1746477263.8335
MEM 581.312500 1746477263.9338
MEM 550.296875 1746477264.0360
MEM 528.859375 1746477264.1366
MEM 532.093750 1746477264.2370
MEM 533.078125 1746477264.3375
MEM 533.968750 1746477264.4377
MEM 534.937500 1746477264.5379
MEM 535.937500 1746477264.6410
MEM 536.875000 1746477264.7414
MEM 537.843750 1746477264.8457
MEM 538.828125 1746477264.9491
MEM 592.453125 1746477265.0512
MEM 592.671875 1746477265.1529
MEM 592.890625 1746477265.2576
MEM 593.187500 1746477265.3617
MEM 594.140625 1746477265.4638
MEM 595.093750 1746477265.5658
MEM 596.109375 1746477265.6710
MEM 597.156250 1746477265.7711
MEM 598.109375 1746477265.8724
MEM 599.109375 1746477265.9726
MEM 600.000000 1746477266.0762
MEM 639.968750 1746477266.1764
MEM 640.906250 1746477266.2778
MEM 641.906250 1746477266.3786
MEM 642.937500 1746477266.4799
MEM 643.937500 1746477266.5832
MEM 644.937500 1746477266.6850
MEM 643.546875 1746477266.7852
MEM 644.578125 1746477266.8854
MEM 645.687500 1746477266.9889
MEM 715.359375 1746477267.0892
MEM 716.312500 1746477267.1897
MEM 717.343750 1746477267.2899
MEM 718.328125 1746477267.3906
MEM 719.265625 1746477267.4911
MEM 720.234375 1746477267.5965
MEM 721.171875 1746477267.7016
MEM 722.171875 1746477267.8018
MEM 723.171875 1746477267.9019
MEM 724.265625 1746477268.0062
MEM 810.625000 1746477268.1063
MEM 811.656250 1746477268.2065
MEM 812.703125 1746477268.3072
MEM 813.718750 1746477268.4079
MEM 814.703125 1746477268.5081
MEM 815.718750 1746477268.6087
MEM 816.781250 1746477268.7089
MEM 817.828125 1746477268.8091
MEM 818.906250 1746477268.9092
MEM 819.968750 1746477269.0094
MEM 914.468750 1746477269.1095
MEM 915.531250 1746477269.2099
MEM 916.609375 1746477269.3103
MEM 917.640625 1746477269.4106
MEM 918.718750 1746477269.5107
MEM 919.781250 1746477269.6116
MEM 920.765625 1746477269.7128
MEM 921.828125 1746477269.8130
MEM 922.890625 1746477269.9142
MEM 922.968750 1746477270.0189
MEM 922.984375 1746477270.1220
MEM 923.062500 1746477270.2271
MEM 923.125000 1746477270.3321
MEM 923.125000 1746477270.4372
MEM 923.125000 1746477270.5423
MEM 923.125000 1746477270.6459
MEM 923.125000 1746477270.7495
MEM 923.125000 1746477270.8546
MEM 923.125000 1746477270.9597
MEM 923.125000 1746477271.0648
MEM 923.125000 1746477271.1699
MEM 923.125000 1746477271.2750
MEM 923.125000 1746477271.3769
MEM 923.125000 1746477271.4820
MEM 923.125000 1746477271.5871
MEM 923.125000 1746477271.6922
MEM 923.125000 1746477271.7973
MEM 923.218750 1746477271.8979
MEM 923.218750 1746477272.0029
MEM 923.218750 1746477272.1080
MEM 923.218750 1746477272.2114
MEM 923.218750 1746477272.3165
