CMDLINE meltano run tap-eurostat target-jsonl
MEM 0.203125 1746477375.8231
MEM 22.062500 1746477375.9283
MEM 36.328125 1746477376.0311
MEM 45.781250 1746477376.1363
MEM 51.125000 1746477376.2415
MEM 65.140625 1746477376.3466
MEM 77.156250 1746477376.4497
MEM 83.171875 1746477376.5547
MEM 92.265625 1746477376.6580
MEM 100.000000 1746477376.7592
MEM 101.109375 1746477376.8640
MEM 101.109375 1746477376.9664
MEM 101.109375 1746477377.0715
MEM 101.109375 1746477377.1757
MEM 101.156250 1746477377.2801
MEM 101.125000 1746477377.3802
MEM 101.328125 1746477377.4841
MEM 101.328125 1746477377.5892
MEM 101.328125 1746477377.6919
MEM 101.359375 1746477377.7939
MEM 101.343750 1746477377.8941
MEM 101.343750 1746477377.9994
MEM 101.343750 1746477378.1048
MEM 101.343750 1746477378.2102
MEM 101.343750 1746477378.3122
MEM 101.343750 1746477378.4131
MEM 101.343750 1746477378.5175
MEM 101.343750 1746477378.6215
MEM 101.343750 1746477378.7249
MEM 101.343750 1746477378.8263
MEM 101.500000 1746477378.9314
MEM 101.500000 1746477379.0335
MEM 101.500000 1746477379.1361
MEM 101.500000 1746477379.2414
MEM 101.500000 1746477379.3444
MEM 101.500000 1746477379.4497
MEM 101.500000 1746477379.5543
MEM 101.500000 1746477379.6557
MEM 101.500000 1746477379.7574
MEM 101.515625 1746477379.8627
MEM 101.515625 1746477379.9679
MEM 101.515625 1746477380.0721
MEM 101.515625 1746477380.1774
MEM 101.515625 1746477380.2819
MEM 101.515625 1746477380.3833
MEM 101.515625 1746477380.4886
MEM 101.515625 1746477380.5940
MEM 101.515625 1746477380.6947
MEM 101.515625 1746477380.7992
MEM 101.671875 1746477380.9044
MEM 101.671875 1746477381.0097
MEM 101.671875 1746477381.1133
MEM 101.671875 1746477381.2187
MEM 101.671875 1746477381.3190
MEM 101.671875 1746477381.4216
MEM 101.671875 1746477381.5269
MEM 101.671875 1746477381.6322
MEM 101.671875 1746477381.7375
MEM 101.671875 1746477381.8427
MEM 101.796875 1746477381.9436
MEM 101.796875 1746477382.0469
MEM 101.796875 1746477382.1481
MEM 101.796875 1746477382.2494
MEM 101.796875 1746477382.3547
MEM 101.796875 1746477382.4556
MEM 101.796875 1746477382.5609
MEM 101.796875 1746477382.6662
MEM 101.796875 1746477382.7716
MEM 101.812500 1746477382.8732
MEM 101.812500 1746477382.9785
MEM 101.812500 1746477383.0838
MEM 101.812500 1746477383.1874
MEM 101.812500 1746477383.2927
MEM 101.812500 1746477383.3966
MEM 101.812500 1746477383.4973
MEM 101.812500 1746477383.6017
MEM 101.812500 1746477383.7025
MEM 101.812500 1746477383.8034
MEM 101.812500 1746477383.9072
MEM 101.812500 1746477384.0090
MEM 101.812500 1746477384.1144
